N1,艇,テイ,-,petit bateau,
N1,艦,カン,-,navire de guerre,
N1,寿,"ジュ, ス, シュウ","ことぶき, ことぶ.く","longévité, félicitation",
N1,芋,ウ,いも,pomme de terre,
N1,射,シャ,い.る,tirer une flèche,
N1,尉,"イ, ジョウ",-,"officier, geôlier, rang",
N1,尋,ジン,たず.ねる,"demander, interroger, rechercher",
N1,苗,"ビョウ, ミョウ","なえ, なわ","plant, pousse, bourgeon",
N1,尚,ショウ,なお,"de plus, davantage, respecter, vénérer",
N1,就,"シュウ, ジュ","つ.く, つ.ける","prendre place, s'installer, prendre un poste, concernant",
N1,尺,シャク,-,"mesure, unité de longueur (30,303 cm)",
N1,尼,ニ,あま,"religieuse, nonne",
N1,尽,"ジン, サン","つ.くす, ことごと.く, つか","épuiser, consommer, arriver au bout, entièrement",
N1,尾,ビ,お,"queue, bout",
N1,尿,ニョウ,-,urine,
N1,菊,キク,-,chrysanthème,
N1,屈,クツ,かが.む,"céder, se courber, soumettre",
N1,華,"カ, ケ",はな,"fleur, pétale, splendeur, magnifique",
N1,属,"ゾク, ショク","さかん, つく, やから","faire partie de, affilié à",
N1,履,リ,は.く,"chausser, chaussures, expérience",
N1,屯,トン,-,"caserne, poste de police, garnison",
N1,岐,"キ, ギ",-,"bifurcation, embranchement",
N1,岬,コウ,みさき,"cap, pointe, promontoire",
N1,岳,ガク,たけ,"montagne, pic",
N1,薪,シン,"たきぎ, まき","combustible, bois de chauffage",
N1,峠,-,とうげ,"sommet d'une montagne, crête",
N1,峡,"キョウ, コウ",はざま,"gorge, ravin, vallée étroite",
N1,峰,ホウ,みね,"pic, sommet, pointe (d'une montagne)",
N1,藤,トウ,ふじ,glycine (plante),
N1,藩,ハン,-,"fief, domaine, clan",
N1,崎,キ,"さき, さい, みさき","cap, pointe, promontoire",
N1,崩,ホウ,くず.れる,"s'effondrer, se désagréger, s'écrouler",
N1,嵐,ラン,あらし,tempête,
N1,虚,"キョ, コ","むな.しい, うつ.ろ","vide, fissure, impréparation, contre-vérité",
N1,虜,"リョ, ロ",とりこ,"captif, esclave, prisonnier",
N1,虞,グ,"おそれ, はか.る, あやま.る","anxiété, malaise, crainte, peur",
N1,巣,ソウ,す,"nid, tanière, antre, ruche, toile (d'araignée)",
N1,虹,コウ,にじ,arc-en-ciel,
N1,蚊,ブン,カ,moustique,
N1,巧,コウ,"たく.み, うま.い","habile, adroit, doué",
N1,蛇,"ジャ, ダ, イ, ヤ",へび,"serpent, grand buveur",
N1,蛍,ケイ,ほたる,"ver luisant, luciole",
N1,己,"コ, キ",おのれ,"soi-même, soi",
N1,融,ユウ,と.ける,"fondre, fusionner, dissoudre",
N1,衆,シュウ,おお.い,"grand nombre, foule, multitude",
N1,帆,ハン,ほ,voile,
N1,帝,テイ,みかど,"Empereur, souverain, Mikado",
N1,帥,スイ,-,"commandant des troupes, gouverneur",
N1,衝,ショウ,つ.く,"entrer en collision, impact, point clé, poignarder",
N1,衡,コウ,-,"équilibre, balance",
N1,帳,チョウ,とばり,"cahier, livre de compte, registre",
N1,衷,チュウ,-,"cœur, esprit, profond",
N1,幕,"マク, バク",とばり,"rideau de scène, acte théâtrale",
N1,幣,ヘイ,ぬさ,"espèce (argent), offrande shinto, don, mauvaise habitude",
N1,裕,ユウ,-,"riche, abondant, fertile",
N1,幹,カン,みき,"tronc d'arbre, partie principale",
N1,幻,ゲン,まぼろし,"vision, illusion, apparition",
N1,幽,ユウ,かす.か,"obscur, isolé, profond, reclus, calme",
N1,褒,ホウ,ほ.める,"louer, admirer, faire l'éloge de",
N1,襟,キン,えり,"nuque, col, revers",
N1,襲,シュウ,"おそ.う, かさ.ね","attaquer, agresser, hériter",
N1,序,ジョ,"つい.で, ついで","ordre, priorité, séquence",
N1,覆,フク,"おお.う, くつがえ.る","chavirer, déguiser, dissimuler, recouvrir",
N1,覇,ハ,-,"suprématie, hégémonie, domination",
N1,視,シ,み.る,"voir, regarder, point de vue, inspection",
N1,覧,ラン,み.る,"voir, regarder, prendre connaissance",
N1,庶,ショ,-,"peuple, roturier, tout, bâtard",
N1,庸,ヨウ,-,"banal, commun, ordinaire, travail",
N1,廃,ハイ,すた.れる,"abolition, abrogation, devenir obsolète, abandonner",
N1,廉,レン,かど,"bonne affaire, bon marché, honnête, intègre, méfiance",
N1,廊,ロウ,-,"couloir, gallerie",
N1,訂,テイ,-,"correction, révision, édition",
N1,廷,テイ,-,"tribunal, cour de justice, cour impériale",
N1,討,トウ,う.つ,"débât, châtier, attaquer",
N1,弁,"ベン, ヘン","わきま.える, わ.ける","dialecte, éloquence, discernement",
N1,託,タク,"かこつ.ける, かこ.つ","se plaindre de, prétexter, prétendre, charger quelqu'un de, requête",
N1,弐,"ニ, ジ",ふた.つ,"deux, second",
N1,弓,キュウ,ゆみ,arc,
N1,弔,チョウ,"とむら.う, とぶら.う","condoléances, deuil, funérailles",
N1,訳,ヤク,わけ,"traduire, traduction, sens",
N1,弥,"ミ, ビ","いや, や","de plus en plus, d'autant plus",
N1,弦,ゲン,つる,"corde d'arc, corde",
N1,弧,コ,-,"arc, arche",
N1,詐,サ,いつわ.る,"mensonge, fraude, décevoir, tromper",
N1,詔,ショウ,みことのり,décret impérial,
N1,弾,"ダン, タン",はず.む,"boulet, rebond, claquement",
N1,詠,エイ,"よ.む, うた.う","composer (un poème), récitation, poème",
N1,彩,サイ,いろど.る,"colorer, peindre, maquiller",
N1,彫,チョウ,ほ.る,"graver, sculpter, ciseler",
N1,彰,ショウ,-,"évident, manifeste, clair",
N1,影,エイ,かげ,"ombre portée, silouhette",
N1,詳,ショウ,"くわ.しい, つまび.らか","détaillé, complet, précis, bien informé",
N1,誇,コ,ほこ.る,"vantardise, fierté, orgueil",
N1,往,オウ,"い.く, ゆ.く","aller, venir, voyage",
N1,征,セイ,-,"asservir, conquête, campagne militaire",
N1,径,ケイ,"みち, こみち","diamètre, chemin, méthode",
